"";"response";"subject";"condition";"condition_code";"measure";"measure_code";"val";"type";"type_specific";"category";"cs_selected"
"5545";-63;"26btee9n2n";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"3";"3/GS1"
"5546";16;"26btee9n2n";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS7"
"5547";-29;"26btee9n2n";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS1"
"5548";-15;"26btee9n2n";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS4"
"5549";-45;"26btee9n2n";"many_one";"0";"indirect_first";"0";"neg";"GS";"Feature";"3";"3/wang"
"5550";-69;"26btee9n2n";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"3";"3/CS3"
"5551";21;"26btee9n2n";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS1"
"5552";23;"26btee9n2n";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS8"
"5553";-78;"26btee9n2n";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS5"
"5554";14;"26btee9n2n";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"2";"2/CS8"
"5556";-66;"26btee9n2n";"many_one";"0";"indirect_first";"0";"neg";"All";"Group";"3";"3/wang_all"
"5557";-24;"26btee9n2n";"many_one";"0";"indirect_first";"0";"neg";"All";"Group";"4";"4/lin_all"
"5558";14;"26btee9n2n";"many_one";"0";"indirect_first";"0";"pos";"All";"Group";"2";"2/men_all"
"5559";12;"26btee9n2n";"many_one";"0";"indirect_first";"0";"pos";"All";"Group";"1";"1/ma_all"
"5846";-41;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS4"
"5847";100;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"GS";"Feature";"2";"2/men"
"5848";16;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS1"
"5849";-94;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS4"
"5850";-42;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS8"
"5851";78;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS7"
"5852";-14;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS1"
"5853";-41;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS1"
"5854";-47;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS3"
"5855";-100;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"3";"3/GS3"
"5856";-100;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"3";"3/CS10"
"5857";-51;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS9"
"5858";-47;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS5"
"5859";-23;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS7"
"5860";-31;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"3";"3/GS2"
"5861";-44;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS7"
"5862";51;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"2";"2/GS1"
"5863";-14;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS3"
"5864";-49;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS1"
"5865";-62;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS5"
"5866";-61;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"GS";"Feature";"3";"3/wang"
"5867";-57;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS9"
"5868";-49;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"3";"3/CS8"
"5869";64;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"2";"2/GS2"
"5870";53;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS10"
"5871";-52;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS6"
"5872";58;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS3"
"5873";28;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS2"
"5874";47;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS10"
"5875";68;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS3"
"5876";-48;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"3";"3/CS2"
"5877";66;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"2";"2/CS1"
"5878";66;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS5"
"5879";23;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS1"
"5880";76;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS4"
"5881";26;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS2"
"5882";-53;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS10"
"5883";-50;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS3"
"5884";51;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS8"
"5885";46;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS2"
"5886";100;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"2";"2/CS6"
"5887";-45;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"3";"3/GS1"
"5888";54;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS9"
"5889";53;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS5"
"5890";99;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"2";"2/CS2"
"5891";100;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"2";"2/GS3"
"5892";-24;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"GS";"Feature";"1";"1/ma"
"5893";-65;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"GS";"Feature";"4";"4/lin"
"5895";33;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"All";"Group";"1";"1/ma_all"
"5896";87;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"pos";"All";"Group";"2";"2/men_all"
"5897";-61;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"All";"Group";"4";"4/lin_all"
"5898";-66;"2aj9uo7pfl";"many_one";"0";"indirect_first";"0";"neg";"All";"Group";"3";"3/wang_all"
"6185";31;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS8"
"6186";-20;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"3";"3/CS6"
"6187";-64;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS2"
"6188";-61;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"GS";"Feature";"1";"1/ma"
"6189";-60;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS4"
"6190";-100;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"2";"2/GS3"
"6191";-54;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS2"
"6192";58;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"GS";"Feature";"3";"3/wang"
"6193";-100;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS10"
"6194";52;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS6"
"6195";91;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS3"
"6196";-67;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS3"
"6197";94;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"3";"3/GS3"
"6198";100;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"2";"2/CS6"
"6199";-67;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"2";"2/GS1"
"6200";90;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"2";"2/CS3"
"6201";-100;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"GS";"Feature";"4";"4/lin"
"6202";-68;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"3";"3/GS1"
"6203";-88;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"3";"3/GS2"
"6204";-61;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS8"
"6205";56;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS8"
"6206";36;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS5"
"6207";65;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS1"
"6208";-49;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS3"
"6209";-72;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"3";"3/CS4"
"6210";-100;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS3"
"6211";88;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS7"
"6212";-57;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS5"
"6213";-100;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS1"
"6214";-58;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS10"
"6215";-41;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS1"
"6216";90;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS5"
"6217";-47;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS2"
"6218";-50;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS3"
"6219";100;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"GS";"Feature";"2";"2/men"
"6220";-65;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS6"
"6221";-100;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS1"
"6222";-51;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS5"
"6223";-60;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS4"
"6224";60;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS10"
"6225";-30;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS9"
"6226";52;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS4"
"6227";65;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS same";"2";"2/CS9"
"6228";96;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS9"
"6229";-48;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS2"
"6230";1;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"3";"3/CS8"
"6231";37;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"GS";"GS different";"2";"2/GS2"
"6232";-37;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS9"
"6234";-50;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"All";"Group";"1";"1/ma_all"
"6235";-66;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"All";"Group";"4";"4/lin_all"
"6236";-36;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"neg";"All";"Group";"3";"3/wang_all"
"6237";100;"2mqu8k2r76";"many_one";"0";"indirect_first";"0";"pos";"All";"Group";"2";"2/men_all"
"6460";-47;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS2"
"6461";100;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS1"
"6462";100;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS2"
"6463";100;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"GS";"Feature";"3";"3/wang"
"6464";100;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS4"
"6465";-59;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"2";"2/CS7"
"6466";66;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"GS";"Feature";"4";"4/lin"
"6467";98;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"3";"3/CS1"
"6468";92;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS8"
"6469";-48;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS3"
"6470";100;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"3";"3/GS2"
"6471";-89;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"2";"2/GS3"
"6472";-67;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"GS";"Feature";"1";"1/ma"
"6473";23;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"3";"3/GS1"
"6474";100;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"3";"3/CS2"
"6475";-90;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"2";"2/GS2"
"6476";10;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS7"
"6477";98;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS2"
"6478";100;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"2";"2/CS9"
"6479";-58;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"1";"1/GS1"
"6480";-95;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS different";"2";"2/GS1"
"6481";99;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS7"
"6482";100;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS6"
"6483";97;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS3"
"6484";-71;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"2";"2/CS2"
"6485";-100;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS6"
"6486";-21;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"GS";"Feature";"2";"2/men"
"6487";100;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"4";"4/CS3"
"6488";-56;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"GS";"GS same";"1";"1/CS10"
"6489";100;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS same";"3";"3/CS4"
"6490";100;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"3";"3/GS3"
"6491";100;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"GS";"GS different";"4";"4/GS1"
"6493";32;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"All";"Group";"2";"2/men_all"
"6494";-52;"2o9l663odr";"one_one";"1";"indirect_first";"0";"pos";"All";"Group";"1";"1/ma_all"
"6495";100;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"All";"Group";"3";"3/wang_all"
"6496";100;"2o9l663odr";"one_one";"1";"indirect_first";"0";"neg";"All";"Group";"4";"4/lin_all"
"6589";-77;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"1";"1/CS7"
"6590";52;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"GS";"Feature";"2";"2/men"
"6591";-42;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"1";"1/CS4"
"6592";47;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"4";"4/GS2"
"6593";-100;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS3"
"6594";27;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"1";"1/CS3"
"6595";75;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"GS";"Feature";"4";"4/lin"
"6596";-40;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"3";"3/CS10"
"6597";59;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"2";"2/CS7"
"6598";-48;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"3";"3/CS7"
"6599";-42;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"3";"3/GS1"
"6600";37;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"4";"4/CS4"
"6601";55;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"4";"4/CS9"
"6602";78;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"4";"4/GS1"
"6603";100;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS5"
"6604";34;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"2";"2/CS5"
"6605";-83;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"3";"3/GS3"
"6606";37;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"2";"2/GS3"
"6607";13;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"2";"2/GS1"
"6608";-6;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"2";"2/CS8"
"6609";32;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"2";"2/GS2"
"6610";-12;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS1"
"6611";-60;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"GS";"GS same";"3";"3/CS2"
"6612";-17;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS9"
"6613";64;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"GS";"Feature";"1";"1/ma"
"6614";40;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"1";"1/GS1"
"6615";95;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"GS";"GS different";"4";"4/GS3"
"6616";-20;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"3";"3/GS2"
"6617";22;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"1";"1/GS2"
"6618";60;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"GS";"GS same";"4";"4/CS6"
"6619";35;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"GS";"GS different";"1";"1/GS3"
"6620";-46;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"GS";"Feature";"3";"3/wang"
"6752";-46;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"All";"Group";"3";"3/wang_all"
"6753";34;"2olm6np2cg";"one_one";"1";"direct_first";"1";"neg";"All";"Group";"1";"1/ma_all"
"6754";96;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"All";"Group";"4";"4/lin_all"
"6755";86;"2olm6np2cg";"one_one";"1";"direct_first";"1";"pos";"All";"Group";"2";"2/men_all"
"6848";68;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS5"
"6849";71;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"GS";"GS same";"2";"2/CS10"
"6850";-39;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"GS";"GS different";"2";"2/GS1"
"6851";4;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS4"
"6852";-57;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"GS";"GS different";"2";"2/GS2"
"6853";-86;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"GS";"GS different";"4";"4/GS1"
"6854";-23;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS10"
"6855";48;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS5"
"6856";55;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS1"
"6857";-100;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"GS";"GS same";"4";"4/CS3"
"6858";-63;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"GS";"GS same";"3";"3/CS8"
"6859";-72;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"GS";"GS different";"2";"2/GS3"
"6860";65;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"GS";"GS same";"2";"2/CS8"
"6861";-6;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"GS";"GS different";"1";"1/GS1"
"6862";77;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"GS";"GS same";"2";"2/CS3"
"6863";-42;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"GS";"GS different";"4";"4/GS2"
"6864";-100;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS2"
"6865";-47;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"GS";"GS different";"4";"4/GS3"
"6866";66;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS9"
"6867";-41;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"GS";"GS same";"3";"3/CS5"
"6868";5;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS1"
"6869";58;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS2"
"6870";50;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS4"
"6871";-50;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"GS";"GS same";"4";"4/CS9"
"6872";-100;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS6"
"6873";36;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS2"
"6874";-39;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"GS";"GS different";"3";"3/GS1"
"6875";-57;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"GS";"GS different";"3";"3/GS3"
"6876";-100;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"GS";"Feature";"1";"1/ma"
"6877";22;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"GS";"GS same";"1";"1/CS3"
"6878";-40;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS4"
"6879";51;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"GS";"Feature";"2";"2/men"
"6880";-59;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"GS";"Feature";"3";"3/wang"
"6881";72;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS9"
"6882";29;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS8"
"6883";-76;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS10"
"6884";-91;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"GS";"GS same";"3";"3/CS2"
"6885";-35;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS6"
"6886";-52;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"GS";"GS same";"4";"4/CS8"
"6887";-60;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"GS";"Feature";"4";"4/lin"
"6888";-40;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"GS";"GS same";"1";"1/CS1"
"6889";93;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS6"
"6890";-67;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"GS";"GS different";"1";"1/GS2"
"6891";-100;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"GS";"GS different";"3";"3/GS2"
"6892";-37;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS7"
"6893";-13;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"GS";"GS different";"1";"1/GS3"
"6894";35;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"pos";"GS";"GS same";"1";"1/CS7"
"6895";-43;"2tvgx5ewo4";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS7"
