"";"trial_index";"task";"subject";"condition1";"type";"category";"rt";"timeout";"memory";"memoryResp";"nr_pres";"memoryCorrect";"cs_selected"
"32513";220;"memory1";"fxx5ewfc2d";"many_one";"CS";"4";"574";"false";"old";1;"1";"correct";"4_1/CS1"
"32516";223;"memory1";"fxx5ewfc2d";"many_one";"GSold";"2";"958";"false";"old";1;"2";"incorrect";"2_1/CS9"
"32519";226;"memory1";"fxx5ewfc2d";"many_one";"CSnonpred";"1";"873";"false";"new";0;"3";"correct";"1_1/CS1_unpred"
"32522";229;"memory1";"fxx5ewfc2d";"many_one";"GSold";"1";"658";"false";"new";0;"4";"correct";"1_1/CS10"
"32525";232;"memory1";"fxx5ewfc2d";"many_one";"distractor";NA;"867";"false";"new";0;"5";"correct";"distractor_1/dis1"
"32528";235;"memory1";"fxx5ewfc2d";"many_one";"GSnew";"4";"598";"false";"old";1;"6";"incorrect";"4_1/GS1"
"32531";238;"memory1";"fxx5ewfc2d";"many_one";"CS";"3";"1081";"false";"old";1;"7";"correct";"3_1/CS8"
"32534";241;"memory1";"fxx5ewfc2d";"many_one";"distractor";NA;"1053";"false";"old";1;"8";"incorrect";"distractor_1/dis2"
"32537";244;"memory1";"fxx5ewfc2d";"many_one";"CSnonpred";"2";"1242";"false";"new";0;"9";"correct";"2_1/CS1_unpred"
"32540";247;"memory1";"fxx5ewfc2d";"many_one";"CSpred";"2";"1501";"false";"new";0;"10";"correct";"2_1/CS1_pred"
"32543";250;"memory1";"fxx5ewfc2d";"many_one";"distractor";NA;"894";"false";"new";0;"11";"correct";"distractor_1/dis3"
"32546";253;"memory1";"fxx5ewfc2d";"many_one";"CSnonpred";"4";"1268";"false";"new";0;"12";"correct";"4_1/CS1_unpred"
"32549";256;"memory1";"fxx5ewfc2d";"many_one";"CSpred";"3";"1005";"false";"old";1;"13";"incorrect";"3_1/CS8_pred"
"32552";259;"memory1";"fxx5ewfc2d";"many_one";"CS";"2";"973";"false";"old";1;"14";"correct";"2_1/CS1"
"32555";262;"memory1";"fxx5ewfc2d";"many_one";"CSnonpred";"3";"1100";"false";"old";1;"15";"incorrect";"3_1/CS8_unpred"
"32558";265;"memory1";"fxx5ewfc2d";"many_one";"CS";"1";"882";"false";"old";1;"16";"correct";"1_1/CS1"
"32561";268;"memory1";"fxx5ewfc2d";"many_one";"distractor";NA;"877";"false";"old";1;"17";"incorrect";"distractor_1/dis4"
"32564";271;"memory1";"fxx5ewfc2d";"many_one";"GSnew";"3";"967";"false";"old";1;"18";"incorrect";"3_1/GS1"
"32567";274;"memory1";"fxx5ewfc2d";"many_one";"GSold";"4";"900";"false";"old";1;"19";"incorrect";"4_1/CS9"
"32570";277;"memory1";"fxx5ewfc2d";"many_one";"GSold";"3";"789";"false";"old";1;"20";"incorrect";"3_1/CS10"
"32573";280;"memory1";"fxx5ewfc2d";"many_one";"GSnew";"2";"746";"false";"new";0;"21";"correct";"2_1/GS1"
"32576";283;"memory1";"fxx5ewfc2d";"many_one";"GSnew";"1";"699";"false";"old";1;"22";"incorrect";"1_1/GS1"
"32579";286;"memory1";"fxx5ewfc2d";"many_one";"CSpred";"1";"1067";"false";"new";0;"23";"correct";"1_1/CS1_pred"
"32861";217;"memory1";"g25uqnoqr8";"many_fill";"GSnew";"2";"3073";"false";"old";1;"0";"incorrect";"2_1/GS1"
"32864";220;"memory1";"g25uqnoqr8";"many_fill";"CS";"2";"2153";"false";"new";0;"1";"incorrect";"2_1/CS2"
"32867";223;"memory1";"g25uqnoqr8";"many_fill";"GSold";"1";"1360";"false";"old";1;"2";"incorrect";"1_1/CS5"
"32870";226;"memory1";"g25uqnoqr8";"many_fill";"CSpred";"3";"1544";"false";"new";0;"3";"correct";"3_1/CS8_pred"
"32873";229;"memory1";"g25uqnoqr8";"many_fill";"GSnew";"1";"2184";"false";"old";1;"4";"incorrect";"1_1/GS1"
"32876";232;"memory1";"g25uqnoqr8";"many_fill";"GSold";"2";"1221";"false";"new";0;"5";"correct";"2_1/CS9"
"32879";235;"memory1";"g25uqnoqr8";"many_fill";"distractor";NA;"1166";"false";"old";1;"6";"incorrect";"distractor_1/dis3"
"32882";238;"memory1";"g25uqnoqr8";"many_fill";"CSnonpred";"4";"2078";"false";"old";1;"7";"incorrect";"4_1/CS1_unpred"
"32885";241;"memory1";"g25uqnoqr8";"many_fill";"GSnew";"3";"1787";"false";"new";0;"8";"correct";"3_1/GS1"
"32888";244;"memory1";"g25uqnoqr8";"many_fill";"CSnonpred";"1";"1626";"false";"old";1;"9";"incorrect";"1_1/CS1_unpred"
"32891";247;"memory1";"g25uqnoqr8";"many_fill";"distractor";NA;"1706";"false";"new";0;"10";"correct";"distractor_1/dis1"
"32894";250;"memory1";"g25uqnoqr8";"many_fill";"GSold";"4";"1856";"false";"old";1;"11";"incorrect";"4_1/CS8"
"32897";253;"memory1";"g25uqnoqr8";"many_fill";"CSpred";"4";"1209";"false";"new";0;"12";"correct";"4_1/CS1_pred"
"32900";256;"memory1";"g25uqnoqr8";"many_fill";"GSold";"3";"1284";"false";"new";0;"13";"correct";"3_1/CS4"
"32903";259;"memory1";"g25uqnoqr8";"many_fill";"distractor";NA;"1440";"false";"old";1;"14";"incorrect";"distractor_1/dis4"
"32906";262;"memory1";"g25uqnoqr8";"many_fill";"CSpred";"1";"1129";"false";"old";1;"15";"incorrect";"1_1/CS1_pred"
"32909";265;"memory1";"g25uqnoqr8";"many_fill";"CS";"4";"1932";"false";"old";1;"16";"correct";"4_1/CS1"
"32912";268;"memory1";"g25uqnoqr8";"many_fill";"CS";"1";"1404";"false";"old";1;"17";"correct";"1_1/CS1"
"32915";271;"memory1";"g25uqnoqr8";"many_fill";"CSpred";"2";"1518";"false";"old";1;"18";"incorrect";"2_1/CS2_pred"
"32918";274;"memory1";"g25uqnoqr8";"many_fill";"CSnonpred";"2";"1185";"false";"old";1;"19";"incorrect";"2_1/CS2_unpred"
"32921";277;"memory1";"g25uqnoqr8";"many_fill";"GSnew";"4";"1971";"false";"new";0;"20";"correct";"4_1/GS1"
"32924";280;"memory1";"g25uqnoqr8";"many_fill";"distractor";NA;"1484";"false";"new";0;"21";"correct";"distractor_1/dis2"
"32927";283;"memory1";"g25uqnoqr8";"many_fill";"CS";"3";"1910";"false";"new";0;"22";"incorrect";"3_1/CS8"
"32930";286;"memory1";"g25uqnoqr8";"many_fill";"CSnonpred";"3";"1185";"false";"new";0;"23";"correct";"3_1/CS8_unpred"
"33563";217;"memory1";"ggrhyndav7";"many_one";"GSnew";"2";"2899";"false";"old";1;"0";"incorrect";"2_1/GS1"
"33566";220;"memory1";"ggrhyndav7";"many_one";"CSpred";"3";"1321";"false";"new";0;"1";"correct";"3_1/CS4_pred"
"33569";223;"memory1";"ggrhyndav7";"many_one";"GSnew";"3";"2885.0000000001164";"false";"new";0;"2";"correct";"3_1/GS1"
"33572";226;"memory1";"ggrhyndav7";"many_one";"GSold";"2";"769";"false";"old";1;"3";"incorrect";"2_1/CS10"
"33575";229;"memory1";"ggrhyndav7";"many_one";"CSnonpred";"3";"2279";"false";"new";0;"4";"correct";"3_1/CS4_unpred"
"33578";232;"memory1";"ggrhyndav7";"many_one";"CS";"1";"739";"false";"old";1;"5";"correct";"1_1/CS9"
"33581";235;"memory1";"ggrhyndav7";"many_one";"CSnonpred";"4";"811";"false";"old";1;"6";"incorrect";"4_1/CS7_unpred"
"33584";238;"memory1";"ggrhyndav7";"many_one";"distractor";NA;"911";"false";"new";0;"7";"correct";"distractor_1/dis4"
"33587";241;"memory1";"ggrhyndav7";"many_one";"CSnonpred";"1";"781";"false";"old";1;"8";"incorrect";"1_1/CS9_unpred"
"33590";244;"memory1";"ggrhyndav7";"many_one";"CSpred";"4";"626.9999999998836";"false";"old";1;"9";"incorrect";"4_1/CS7_pred"
"33593";247;"memory1";"ggrhyndav7";"many_one";"distractor";NA;"947.9999999998836";"false";"new";0;"10";"correct";"distractor_1/dis3"
"33596";250;"memory1";"ggrhyndav7";"many_one";"CS";"4";"1031";"false";"old";1;"11";"correct";"4_1/CS7"
"33599";253;"memory1";"ggrhyndav7";"many_one";"GSold";"4";"1846";"false";"new";0;"12";"correct";"4_1/CS4"
"33602";256;"memory1";"ggrhyndav7";"many_one";"CS";"2";"1147";"false";"old";1;"13";"correct";"2_1/CS8"
"33605";259;"memory1";"ggrhyndav7";"many_one";"distractor";NA;"2040";"false";"new";0;"14";"correct";"distractor_1/dis1"
"33608";262;"memory1";"ggrhyndav7";"many_one";"CS";"3";"1535.0000000001164";"false";"new";0;"15";"incorrect";"3_1/CS4"
"33611";265;"memory1";"ggrhyndav7";"many_one";"GSold";"1";"1291.9999999998836";"false";"old";1;"16";"incorrect";"1_1/CS3"
"33614";268;"memory1";"ggrhyndav7";"many_one";"CSpred";"1";"915";"false";"old";1;"17";"incorrect";"1_1/CS9_pred"
"33617";271;"memory1";"ggrhyndav7";"many_one";"GSold";"3";"964";"false";"new";0;"18";"correct";"3_1/CS1"
"33620";274;"memory1";"ggrhyndav7";"many_one";"GSnew";"4";"1500";"false";"new";0;"19";"correct";"4_1/GS1"
"33623";277;"memory1";"ggrhyndav7";"many_one";"CSpred";"2";"783";"false";"old";1;"20";"incorrect";"2_1/CS8_pred"
"33626";280;"memory1";"ggrhyndav7";"many_one";"distractor";NA;"776";"false";"new";0;"21";"correct";"distractor_1/dis2"
"33629";283;"memory1";"ggrhyndav7";"many_one";"GSnew";"1";"1658.0000000001164";"false";"old";1;"22";"incorrect";"1_1/GS1"
"33632";286;"memory1";"ggrhyndav7";"many_one";"CSnonpred";"2";"877.9999999998836";"false";"old";1;"23";"incorrect";"2_1/CS8_unpred"
"33914";217;"memory1";"gl9036x1zq";"many_one";"CSnonpred";"2";"null";"true";"miss";NA;"0";"miss";"2_1/CS5_unpred"
"33917";220;"memory1";"gl9036x1zq";"many_one";"CSnonpred";"3";"1212";"false";"old";1;"1";"incorrect";"3_1/CS7_unpred"
"33920";223;"memory1";"gl9036x1zq";"many_one";"CSpred";"3";"894";"false";"new";0;"2";"correct";"3_1/CS7_pred"
"33923";226;"memory1";"gl9036x1zq";"many_one";"CS";"2";"966";"false";"new";0;"3";"incorrect";"2_1/CS5"
"33926";229;"memory1";"gl9036x1zq";"many_one";"GSnew";"2";"878";"false";"new";0;"4";"correct";"2_1/GS1"
"33929";232;"memory1";"gl9036x1zq";"many_one";"CSpred";"2";"964";"false";"new";0;"5";"correct";"2_1/CS5_pred"
"33932";235;"memory1";"gl9036x1zq";"many_one";"CSnonpred";"4";"782";"false";"old";1;"6";"incorrect";"4_1/CS8_unpred"
"33935";238;"memory1";"gl9036x1zq";"many_one";"GSnew";"3";"709";"false";"new";0;"7";"correct";"3_1/GS1"
"33938";241;"memory1";"gl9036x1zq";"many_one";"GSnew";"1";"995";"false";"old";1;"8";"incorrect";"1_1/GS1"
"33941";244;"memory1";"gl9036x1zq";"many_one";"GSold";"3";"737";"false";"new";0;"9";"correct";"3_1/CS8"
"33944";247;"memory1";"gl9036x1zq";"many_one";"CS";"4";"605";"false";"old";1;"10";"correct";"4_1/CS8"
"33947";250;"memory1";"gl9036x1zq";"many_one";"distractor";NA;"631";"false";"new";0;"11";"correct";"distractor_1/dis1"
"33950";253;"memory1";"gl9036x1zq";"many_one";"distractor";NA;"810";"false";"new";0;"12";"correct";"distractor_1/dis4"
"33953";256;"memory1";"gl9036x1zq";"many_one";"CS";"3";"966";"false";"new";0;"13";"incorrect";"3_1/CS7"
"33956";259;"memory1";"gl9036x1zq";"many_one";"CSnonpred";"1";"763";"false";"old";1;"14";"incorrect";"1_1/CS3_unpred"
"33959";262;"memory1";"gl9036x1zq";"many_one";"CSpred";"1";"1139";"false";"old";1;"15";"incorrect";"1_1/CS3_pred"
"33962";265;"memory1";"gl9036x1zq";"many_one";"GSold";"1";"709";"false";"new";0;"16";"correct";"1_1/CS1"
"33965";268;"memory1";"gl9036x1zq";"many_one";"CSpred";"4";"655";"false";"old";1;"17";"incorrect";"4_1/CS8_pred"
"33968";271;"memory1";"gl9036x1zq";"many_one";"GSold";"4";"893";"false";"new";0;"18";"correct";"4_1/CS1"
"33971";274;"memory1";"gl9036x1zq";"many_one";"GSold";"2";"934";"false";"old";1;"19";"incorrect";"2_1/CS3"
"33974";277;"memory1";"gl9036x1zq";"many_one";"distractor";NA;"774";"false";"new";0;"20";"correct";"distractor_1/dis2"
"33977";280;"memory1";"gl9036x1zq";"many_one";"CS";"1";"855";"false";"old";1;"21";"correct";"1_1/CS3"
"33980";283;"memory1";"gl9036x1zq";"many_one";"distractor";NA;"618";"false";"new";0;"22";"correct";"distractor_1/dis3"
"33983";286;"memory1";"gl9036x1zq";"many_one";"GSnew";"4";"711";"false";"new";0;"23";"correct";"4_1/GS1"
"34265";217;"memory1";"gwnoc0fe2d";"many_one";"GSold";"3";"1545.559999998659";"false";"new";0;"0";"correct";"3_1/CS8"
"34268";220;"memory1";"gwnoc0fe2d";"many_one";"CSpred";"2";"1305.2050000987947";"false";"old";1;"1";"incorrect";"2_1/CS9_pred"
"34271";223;"memory1";"gwnoc0fe2d";"many_one";"distractor";NA;"2813.679999904707";"false";"new";0;"2";"correct";"distractor_1/dis1"
"34274";226;"memory1";"gwnoc0fe2d";"many_one";"GSnew";"3";"1761.1449998803437";"false";"new";0;"3";"correct";"3_1/GS1"
"34277";229;"memory1";"gwnoc0fe2d";"many_one";"CSpred";"4";"752.8099999763072";"false";"old";1;"4";"incorrect";"4_1/CS9_pred"
"34280";232;"memory1";"gwnoc0fe2d";"many_one";"CS";"1";"1404.09000008367";"false";"old";1;"5";"correct";"1_1/CS9"
"34283";235;"memory1";"gwnoc0fe2d";"many_one";"distractor";NA;"2913.925000000745";"false";"old";1;"6";"incorrect";"distractor_1/dis2"
"34286";238;"memory1";"gwnoc0fe2d";"many_one";"CSnonpred";"4";"2379.420000128448";"false";"old";1;"7";"incorrect";"4_1/CS9_unpred"
"34289";241;"memory1";"gwnoc0fe2d";"many_one";"GSnew";"2";"3254.3750000186265";"false";"new";0;"8";"correct";"2_1/GS1"
"34292";244;"memory1";"gwnoc0fe2d";"many_one";"GSnew";"4";"2509.7550000064075";"false";"old";1;"9";"incorrect";"4_1/GS1"
"34295";247;"memory1";"gwnoc0fe2d";"many_one";"CSnonpred";"1";"1540.260000154376";"false";"old";1;"10";"incorrect";"1_1/CS9_unpred"
"34298";250;"memory1";"gwnoc0fe2d";"many_one";"CSpred";"1";"1288.6550000403076";"false";"new";0;"11";"correct";"1_1/CS9_pred"
"34301";253;"memory1";"gwnoc0fe2d";"many_one";"CS";"3";"1385.4700000956655";"false";"old";1;"12";"correct";"3_1/CS2"
"34304";256;"memory1";"gwnoc0fe2d";"many_one";"distractor";NA;"960.97999997437";"false";"new";0;"13";"correct";"distractor_1/dis3"
"34307";259;"memory1";"gwnoc0fe2d";"many_one";"GSold";"4";"3626.4299999456853";"false";"new";0;"14";"correct";"4_1/CS5"
"34310";262;"memory1";"gwnoc0fe2d";"many_one";"CS";"2";"1334.4949998427182";"false";"old";1;"15";"correct";"2_1/CS9"
"34313";265;"memory1";"gwnoc0fe2d";"many_one";"distractor";NA;"1510.0350000429899";"false";"new";0;"16";"correct";"distractor_1/dis4"
"34316";268;"memory1";"gwnoc0fe2d";"many_one";"CS";"4";"1277.595000108704";"false";"old";1;"17";"correct";"4_1/CS9"
"34319";271;"memory1";"gwnoc0fe2d";"many_one";"GSold";"2";"3225.0600000843406";"false";"new";0;"18";"correct";"2_1/CS1"
"34322";274;"memory1";"gwnoc0fe2d";"many_one";"CSnonpred";"3";"1223.2949999161065";"false";"old";1;"19";"incorrect";"3_1/CS2_unpred"
"34325";277;"memory1";"gwnoc0fe2d";"many_one";"CSnonpred";"2";"1041.789999930188";"false";"old";1;"20";"incorrect";"2_1/CS9_unpred"
"34328";280;"memory1";"gwnoc0fe2d";"many_one";"GSnew";"1";"1951.5400000382215";"false";"new";0;"21";"correct";"1_1/GS1"
"34331";283;"memory1";"gwnoc0fe2d";"many_one";"GSold";"1";"1359.9750001449138";"false";"old";1;"22";"incorrect";"1_1/CS5"
"34334";286;"memory1";"gwnoc0fe2d";"many_one";"CSpred";"3";"994.5199999492615";"false";"old";1;"23";"incorrect";"3_1/CS2_pred"
"34616";217;"memory1";"gxdc20enue";"one_one";"GSnew";"1";"2473.7650000024587";"false";"new";0;"0";"correct";"1_1/GS1"
"34619";220;"memory1";"gxdc20enue";"one_one";"distractor";NA;"1910.1849999278784";"false";"new";0;"1";"correct";"distractor_1/dis4"
"34622";223;"memory1";"gxdc20enue";"one_one";"GSnew";"4";"3043.009999906644";"false";"new";0;"2";"correct";"4_1/GS1"
"34625";226;"memory1";"gxdc20enue";"one_one";"CSpred";"4";"1658.7500001769513";"false";"old";1;"3";"incorrect";"4_1/CS5_pred"
"34628";229;"memory1";"gxdc20enue";"one_one";"distractor";NA;"1256.5200000535697";"false";"new";0;"4";"correct";"distractor_1/dis2"
"34631";232;"memory1";"gxdc20enue";"one_one";"GSold";"1";"3519.590000156313";"false";"new";0;"5";"correct";"1_1/CS5"
"34634";235;"memory1";"gxdc20enue";"one_one";"CSnonpred";"3";"866.9050000607967";"false";"old";1;"6";"incorrect";"3_1/CS3_unpred"
"34637";238;"memory1";"gxdc20enue";"one_one";"CS";"4";"1282.175000058487";"false";"old";1;"7";"correct";"4_1/CS5"
"34640";241;"memory1";"gxdc20enue";"one_one";"CS";"2";"null";"true";"miss";NA;"8";"miss";"2_1/CS1"
"34643";244;"memory1";"gxdc20enue";"one_one";"CSnonpred";"4";"1823.7199999857694";"false";"new";0;"9";"correct";"4_1/CS5_unpred"
"34646";247;"memory1";"gxdc20enue";"one_one";"CSpred";"1";"3178.849999792874";"false";"new";0;"10";"correct";"1_1/CS9_pred"
"34649";250;"memory1";"gxdc20enue";"one_one";"CSnonpred";"2";"2975.025000050664";"false";"old";1;"11";"incorrect";"2_1/CS1_unpred"
"34652";253;"memory1";"gxdc20enue";"one_one";"CSpred";"3";"1192.6249999087304";"false";"new";0;"12";"correct";"3_1/CS3_pred"
"34655";256;"memory1";"gxdc20enue";"one_one";"CSnonpred";"1";"1740.6300001312047";"false";"old";1;"13";"incorrect";"1_1/CS9_unpred"
"34658";259;"memory1";"gxdc20enue";"one_one";"CS";"3";"1080.104999942705";"false";"old";1;"14";"correct";"3_1/CS3"
"34661";262;"memory1";"gxdc20enue";"one_one";"GSnew";"3";"1121.2450000457466";"false";"new";0;"15";"correct";"3_1/GS1"
"34664";265;"memory1";"gxdc20enue";"one_one";"GSold";"4";"2441.1700000055134";"false";"new";0;"16";"correct";"4_1/CS8"
"34667";268;"memory1";"gxdc20enue";"one_one";"distractor";NA;"1177.6300000492483";"false";"new";0;"17";"correct";"distractor_1/dis1"
"34670";271;"memory1";"gxdc20enue";"one_one";"GSold";"2";"875.6349999457598";"false";"new";0;"18";"correct";"2_1/CS3"
"34673";274;"memory1";"gxdc20enue";"one_one";"CS";"1";"1944.1399998031557";"false";"old";1;"19";"correct";"1_1/CS9"
"34676";277;"memory1";"gxdc20enue";"one_one";"GSold";"3";"1197.8949999902397";"false";"new";0;"20";"correct";"3_1/CS1"
"34679";280;"memory1";"gxdc20enue";"one_one";"distractor";NA;"770.3450000844896";"false";"new";0;"21";"correct";"distractor_1/dis3"
"34682";283;"memory1";"gxdc20enue";"one_one";"GSnew";"2";"1020.8650000859052";"false";"new";0;"22";"correct";"2_1/GS1"
"34685";286;"memory1";"gxdc20enue";"one_one";"CSpred";"2";"3489.634999772534";"false";"new";0;"23";"correct";"2_1/CS1_pred"
"34967";217;"memory1";"h0pf1uzz9l";"many_fill";"CS";"3";"1088.3900000007125";"false";"old";1;"0";"correct";"3_1/CS8"
"34970";220;"memory1";"h0pf1uzz9l";"many_fill";"GSnew";"4";"1481.3199999990175";"false";"old";1;"1";"incorrect";"4_1/GS1"
"34973";223;"memory1";"h0pf1uzz9l";"many_fill";"GSold";"3";"1022.4300000008661";"false";"new";0;"2";"correct";"3_1/CS4"
"34976";226;"memory1";"h0pf1uzz9l";"many_fill";"CS";"2";"2390.3499999978812";"false";"new";0;"3";"incorrect";"2_1/CS1"
"34979";229;"memory1";"h0pf1uzz9l";"many_fill";"GSnew";"2";"1461.6900000000605";"false";"new";0;"4";"correct";"2_1/GS1"
"34982";232;"memory1";"h0pf1uzz9l";"many_fill";"CSpred";"3";"904.0899999999674";"false";"old";1;"5";"incorrect";"3_1/CS8_pred"
"34985";235;"memory1";"h0pf1uzz9l";"many_fill";"distractor";NA;"1755.4850000014994";"false";"new";0;"6";"correct";"distractor_1/dis4"
"34988";238;"memory1";"h0pf1uzz9l";"many_fill";"GSnew";"3";"1070.5049999996554";"false";"new";0;"7";"correct";"3_1/GS1"
"34991";241;"memory1";"h0pf1uzz9l";"many_fill";"CSnonpred";"3";"995.1249999975553";"false";"new";0;"8";"correct";"3_1/CS8_unpred"
"34994";244;"memory1";"h0pf1uzz9l";"many_fill";"CS";"4";"1674.6200000016252";"false";"old";1;"9";"correct";"4_1/CS9"
"34997";247;"memory1";"h0pf1uzz9l";"many_fill";"CSnonpred";"1";"1333.9850000010338";"false";"old";1;"10";"incorrect";"1_1/CS4_unpred"
"35000";250;"memory1";"h0pf1uzz9l";"many_fill";"GSold";"4";"1233.9650000029942";"false";"new";0;"11";"correct";"4_1/CS3"
"35003";253;"memory1";"h0pf1uzz9l";"many_fill";"distractor";NA;"984.5800000001909";"false";"new";0;"12";"correct";"distractor_1/dis3"
"35006";256;"memory1";"h0pf1uzz9l";"many_fill";"CSpred";"1";"1592.3500000026543";"false";"new";0;"13";"correct";"1_1/CS4_pred"
"35009";259;"memory1";"h0pf1uzz9l";"many_fill";"CSpred";"4";"943.8950000003679";"false";"old";1;"14";"incorrect";"4_1/CS9_pred"
"35012";262;"memory1";"h0pf1uzz9l";"many_fill";"distractor";NA;"847.1600000010803";"false";"new";0;"15";"correct";"distractor_1/dis1"
"35015";265;"memory1";"h0pf1uzz9l";"many_fill";"distractor";NA;"758.8049999977229";"false";"new";0;"16";"correct";"distractor_1/dis2"
"35018";268;"memory1";"h0pf1uzz9l";"many_fill";"GSnew";"1";"1009.5250000013039";"false";"new";0;"17";"correct";"1_1/GS1"
"35021";271;"memory1";"h0pf1uzz9l";"many_fill";"CSnonpred";"4";"1042.7249999992782";"false";"new";0;"18";"correct";"4_1/CS9_unpred"
"35024";274;"memory1";"h0pf1uzz9l";"many_fill";"GSold";"2";"1153.935000002035";"false";"new";0;"19";"correct";"2_1/CS3"
"35027";277;"memory1";"h0pf1uzz9l";"many_fill";"CS";"1";"899.025000002468";"false";"old";1;"20";"correct";"1_1/CS4"
"35030";280;"memory1";"h0pf1uzz9l";"many_fill";"GSold";"1";"1151.2699999983888";"false";"new";0;"21";"correct";"1_1/CS5"
"35033";283;"memory1";"h0pf1uzz9l";"many_fill";"CSpred";"2";"1348.3550000019604";"false";"new";0;"22";"correct";"2_1/CS1_pred"
"35036";286;"memory1";"h0pf1uzz9l";"many_fill";"CSnonpred";"2";"1524.4999999995343";"false";"old";1;"23";"incorrect";"2_1/CS1_unpred"
"35669";217;"memory1";"hkq4fmxdea";"many_one";"CSpred";"2";"2145";"false";"old";1;"0";"incorrect";"2_1/CS5_pred"
"35672";220;"memory1";"hkq4fmxdea";"many_one";"CSnonpred";"1";"818";"false";"new";0;"1";"correct";"1_1/CS8_unpred"
"35675";223;"memory1";"hkq4fmxdea";"many_one";"CSpred";"3";"796";"false";"new";0;"2";"correct";"3_1/CS1_pred"
"35678";226;"memory1";"hkq4fmxdea";"many_one";"CSnonpred";"3";"1383";"false";"new";0;"3";"correct";"3_1/CS1_unpred"
"35681";229;"memory1";"hkq4fmxdea";"many_one";"GSnew";"3";"1183";"false";"old";1;"4";"incorrect";"3_1/GS1"
"35684";232;"memory1";"hkq4fmxdea";"many_one";"CS";"4";"791";"false";"old";1;"5";"correct";"4_1/CS8"
"35687";235;"memory1";"hkq4fmxdea";"many_one";"CSpred";"4";"646";"false";"old";1;"6";"incorrect";"4_1/CS8_pred"
"35690";238;"memory1";"hkq4fmxdea";"many_one";"distractor";NA;"1247";"false";"new";0;"7";"correct";"distractor_1/dis4"
"35693";241;"memory1";"hkq4fmxdea";"many_one";"GSold";"1";"1162";"false";"old";1;"8";"incorrect";"1_1/CS7"
"35696";244;"memory1";"hkq4fmxdea";"many_one";"GSnew";"2";"1269";"false";"new";0;"9";"correct";"2_1/GS1"
"35699";247;"memory1";"hkq4fmxdea";"many_one";"GSold";"4";"892";"false";"old";1;"10";"incorrect";"4_1/CS3"
"35702";250;"memory1";"hkq4fmxdea";"many_one";"GSold";"2";"1249";"false";"old";1;"11";"incorrect";"2_1/CS1"
"35705";253;"memory1";"hkq4fmxdea";"many_one";"GSold";"3";"892";"false";"new";0;"12";"correct";"3_1/CS2"
"35708";256;"memory1";"hkq4fmxdea";"many_one";"CS";"1";"1379";"false";"old";1;"13";"correct";"1_1/CS8"
"35711";259;"memory1";"hkq4fmxdea";"many_one";"distractor";NA;"925";"false";"new";0;"14";"correct";"distractor_1/dis2"
"35714";262;"memory1";"hkq4fmxdea";"many_one";"CSnonpred";"2";"1013";"false";"old";1;"15";"incorrect";"2_1/CS5_unpred"
"35717";265;"memory1";"hkq4fmxdea";"many_one";"CSpred";"1";"917";"false";"old";1;"16";"incorrect";"1_1/CS8_pred"
"35720";268;"memory1";"hkq4fmxdea";"many_one";"GSnew";"4";"1015";"false";"new";0;"17";"correct";"4_1/GS1"
"35723";271;"memory1";"hkq4fmxdea";"many_one";"CS";"2";"872";"false";"old";1;"18";"correct";"2_1/CS5"
"35726";274;"memory1";"hkq4fmxdea";"many_one";"CS";"3";"1509";"false";"new";0;"19";"incorrect";"3_1/CS1"
"35729";277;"memory1";"hkq4fmxdea";"many_one";"GSnew";"1";"747";"false";"new";0;"20";"correct";"1_1/GS1"
"35732";280;"memory1";"hkq4fmxdea";"many_one";"CSnonpred";"4";"656";"false";"old";1;"21";"incorrect";"4_1/CS8_unpred"
"35735";283;"memory1";"hkq4fmxdea";"many_one";"distractor";NA;"900";"false";"new";0;"22";"correct";"distractor_1/dis3"
"35738";286;"memory1";"hkq4fmxdea";"many_one";"distractor";NA;"898";"false";"new";0;"23";"correct";"distractor_1/dis1"
"36020";217;"memory1";"hl3kyqx21z";"one_one";"distractor";NA;"1657.5550000125077";"false";"new";0;"0";"correct";"distractor_1/dis4"
"36023";220;"memory1";"hl3kyqx21z";"one_one";"CS";"3";"747.4550000042655";"false";"old";1;"1";"correct";"3_1/CS9"
"36026";223;"memory1";"hl3kyqx21z";"one_one";"CS";"1";"754.5899999968242";"false";"old";1;"2";"correct";"1_1/CS9"
"36029";226;"memory1";"hl3kyqx21z";"one_one";"CSpred";"3";"605.1900000020396";"false";"old";1;"3";"incorrect";"3_1/CS9_pred"
"36032";229;"memory1";"hl3kyqx21z";"one_one";"CSnonpred";"3";"1287.4299999966752";"false";"new";0;"4";"correct";"3_1/CS9_unpred"
"36035";232;"memory1";"hl3kyqx21z";"one_one";"GSold";"1";"1178.3100000175182";"false";"new";0;"5";"correct";"1_1/CS7"
"36038";235;"memory1";"hl3kyqx21z";"one_one";"distractor";NA;"789.7450000164099";"false";"new";0;"6";"correct";"distractor_1/dis2"
"36041";238;"memory1";"hl3kyqx21z";"one_one";"CS";"4";"746.4449999970384";"false";"old";1;"7";"correct";"4_1/CS7"
"36044";241;"memory1";"hl3kyqx21z";"one_one";"CSpred";"1";"668.7650000094436";"false";"old";1;"8";"incorrect";"1_1/CS9_pred"
"36047";244;"memory1";"hl3kyqx21z";"one_one";"GSold";"4";"879.1950000158977";"false";"old";1;"9";"incorrect";"4_1/CS6"
