"";"trial_index";"task";"subject";"condition1";"type";"category";"rt";"timeout";"memory";"memoryResp";"nr_pres";"memoryCorrect";"cs_selected"
"36050";247;"memory1";"hl3kyqx21z";"one_one";"GSnew";"1";"954.8450000002049";"false";"new";0;"10";"correct";"1_1/GS1"
"36053";250;"memory1";"hl3kyqx21z";"one_one";"distractor";NA;"1024.1899999964517";"false";"new";0;"11";"correct";"distractor_1/dis1"
"36056";253;"memory1";"hl3kyqx21z";"one_one";"GSnew";"2";"950.3399999812245";"false";"new";0;"12";"correct";"2_1/GS1"
"36059";256;"memory1";"hl3kyqx21z";"one_one";"CSnonpred";"4";"813.1800000264775";"false";"old";1;"13";"incorrect";"4_1/CS7_unpred"
"36062";259;"memory1";"hl3kyqx21z";"one_one";"GSold";"3";"1049.0649999992456";"false";"new";0;"14";"correct";"3_1/CS2"
"36065";262;"memory1";"hl3kyqx21z";"one_one";"CSpred";"2";"1157.7450000040699";"false";"new";0;"15";"correct";"2_1/CS2_pred"
"36068";265;"memory1";"hl3kyqx21z";"one_one";"distractor";NA;"699.430000007851";"false";"new";0;"16";"correct";"distractor_1/dis3"
"36071";268;"memory1";"hl3kyqx21z";"one_one";"GSnew";"4";"811.6350000200327";"false";"new";0;"17";"correct";"4_1/GS1"
"36074";271;"memory1";"hl3kyqx21z";"one_one";"GSold";"2";"655.0099999876693";"false";"new";0;"18";"correct";"2_1/CS10"
"36077";274;"memory1";"hl3kyqx21z";"one_one";"GSnew";"3";"692.0999999856576";"false";"new";0;"19";"correct";"3_1/GS1"
"36080";277;"memory1";"hl3kyqx21z";"one_one";"CSnonpred";"1";"701.4400000043679";"false";"old";1;"20";"incorrect";"1_1/CS9_unpred"
"36083";280;"memory1";"hl3kyqx21z";"one_one";"CSpred";"4";"893.8100000086706";"false";"old";1;"21";"incorrect";"4_1/CS7_pred"
"36086";283;"memory1";"hl3kyqx21z";"one_one";"CSnonpred";"2";"1044.7500000009313";"false";"new";0;"22";"correct";"2_1/CS2_unpred"
"36089";286;"memory1";"hl3kyqx21z";"one_one";"CS";"2";"716.8000000237953";"false";"old";1;"23";"correct";"2_1/CS2"
"36371";217;"memory1";"hlljrya09v";"many_one";"GSnew";"1";"135.6999999989057";"false";"new";0;"0";"correct";"1_1/GS1"
"36374";220;"memory1";"hlljrya09v";"many_one";"GSold";"3";"1796.860000002198";"false";"new";0;"1";"correct";"3_1/CS1"
"36377";223;"memory1";"hlljrya09v";"many_one";"CSnonpred";"2";"411.59499999776017";"false";"old";1;"2";"incorrect";"2_1/CS8_unpred"
"36380";226;"memory1";"hlljrya09v";"many_one";"distractor";NA;"413.7449999980163";"false";"old";1;"3";"incorrect";"distractor_1/dis2"
"36383";229;"memory1";"hlljrya09v";"many_one";"CSpred";"3";"980.2199999976438";"false";"old";1;"4";"incorrect";"3_1/CS8_pred"
"36386";232;"memory1";"hlljrya09v";"many_one";"CSnonpred";"3";"580.8249999972759";"false";"old";1;"5";"incorrect";"3_1/CS8_unpred"
"36389";235;"memory1";"hlljrya09v";"many_one";"CSnonpred";"1";"933.180000007269";"false";"old";1;"6";"incorrect";"1_1/CS8_unpred"
"36392";238;"memory1";"hlljrya09v";"many_one";"GSnew";"2";"268.0350000009639";"false";"new";0;"7";"correct";"2_1/GS1"
"36395";241;"memory1";"hlljrya09v";"many_one";"GSold";"1";"293.31000000820495";"false";"old";1;"8";"incorrect";"1_1/CS1"
"36398";244;"memory1";"hlljrya09v";"many_one";"CSpred";"4";"276.2699999875622";"false";"old";1;"9";"incorrect";"4_1/CS8_pred"
"36401";247;"memory1";"hlljrya09v";"many_one";"CS";"4";"661.0700000019278";"false";"old";1;"10";"correct";"4_1/CS8"
"36404";250;"memory1";"hlljrya09v";"many_one";"CS";"1";"412.49999999126885";"false";"new";0;"11";"incorrect";"1_1/CS8"
"36407";253;"memory1";"hlljrya09v";"many_one";"distractor";NA;"420.45499999949243";"false";"old";1;"12";"incorrect";"distractor_1/dis4"
"36410";256;"memory1";"hlljrya09v";"many_one";"CS";"3";"332.8049999981886";"false";"old";1;"13";"correct";"3_1/CS8"
"36413";259;"memory1";"hlljrya09v";"many_one";"GSold";"4";"1531.8200000037905";"false";"new";0;"14";"correct";"4_1/CS3"
"36416";262;"memory1";"hlljrya09v";"many_one";"CSpred";"1";"524.3049999990035";"false";"new";0;"15";"correct";"1_1/CS8_pred"
"36419";265;"memory1";"hlljrya09v";"many_one";"CSnonpred";"4";"284.7650000039721";"false";"old";1;"16";"incorrect";"4_1/CS8_unpred"
"36422";268;"memory1";"hlljrya09v";"many_one";"GSold";"2";"299.9299999937648";"false";"old";1;"17";"incorrect";"2_1/CS6"
"36425";271;"memory1";"hlljrya09v";"many_one";"GSnew";"3";"749.1500000032829";"false";"old";1;"18";"incorrect";"3_1/GS1"
"36428";274;"memory1";"hlljrya09v";"many_one";"GSnew";"4";"292.2300000063842";"false";"new";0;"19";"correct";"4_1/GS1"
"36431";277;"memory1";"hlljrya09v";"many_one";"distractor";NA;"332.0700000040233";"false";"new";0;"20";"correct";"distractor_1/dis1"
"36434";280;"memory1";"hlljrya09v";"many_one";"CS";"2";"277.59499999228865";"false";"new";0;"21";"incorrect";"2_1/CS8"
"36437";283;"memory1";"hlljrya09v";"many_one";"distractor";NA;"485.0199999928009";"false";"new";0;"22";"correct";"distractor_1/dis3"
"36440";286;"memory1";"hlljrya09v";"many_one";"CSpred";"2";"283.18499999295454";"false";"old";1;"23";"incorrect";"2_1/CS8_pred"
"36722";217;"memory1";"hzk2swxeup";"one_one";"CSpred";"3";"null";"true";"miss";NA;"0";"miss";"3_1/CS10_pred"
"36725";220;"memory1";"hzk2swxeup";"one_one";"GSold";"3";"2411.555000115186";"false";"new";0;"1";"correct";"3_1/CS6"
"36728";223;"memory1";"hzk2swxeup";"one_one";"distractor";NA;"1193.7599999364465";"false";"new";0;"2";"correct";"distractor_1/dis4"
"36731";226;"memory1";"hzk2swxeup";"one_one";"distractor";NA;"917.4000001512468";"false";"new";0;"3";"correct";"distractor_1/dis1"
"36734";229;"memory1";"hzk2swxeup";"one_one";"CSnonpred";"1";"1738.9950000215322";"false";"old";1;"4";"incorrect";"1_1/CS5_unpred"
"36737";232;"memory1";"hzk2swxeup";"one_one";"GSold";"2";"740.1649998500943";"false";"new";0;"5";"correct";"2_1/CS5"
"36740";235;"memory1";"hzk2swxeup";"one_one";"CSnonpred";"4";"2120.6850002054125";"false";"new";0;"6";"correct";"4_1/CS4_unpred"
"36743";238;"memory1";"hzk2swxeup";"one_one";"CS";"1";"1243.470000103116";"false";"old";1;"7";"correct";"1_1/CS5"
"36746";241;"memory1";"hzk2swxeup";"one_one";"GSold";"1";"1836.864999961108";"false";"new";0;"8";"correct";"1_1/CS1"
"36749";244;"memory1";"hzk2swxeup";"one_one";"GSnew";"4";"1397.5450000725687";"false";"new";0;"9";"correct";"4_1/GS1"
"36752";247;"memory1";"hzk2swxeup";"one_one";"distractor";NA;"946.3550001382828";"false";"new";0;"10";"correct";"distractor_1/dis2"
"36755";250;"memory1";"hzk2swxeup";"one_one";"distractor";NA;"779.4999999459833";"false";"new";0;"11";"correct";"distractor_1/dis3"
"36758";253;"memory1";"hzk2swxeup";"one_one";"GSnew";"1";"1263.4600000455976";"false";"new";0;"12";"correct";"1_1/GS1"
"36761";256;"memory1";"hzk2swxeup";"one_one";"CS";"3";"1111.3849999383092";"false";"old";1;"13";"correct";"3_1/CS10"
"36764";259;"memory1";"hzk2swxeup";"one_one";"CS";"2";"1361.934999935329";"false";"old";1;"14";"correct";"2_1/CS8"
"36767";262;"memory1";"hzk2swxeup";"one_one";"GSnew";"2";"1144.3650000728667";"false";"new";0;"15";"correct";"2_1/GS1"
"36770";265;"memory1";"hzk2swxeup";"one_one";"CSpred";"4";"1635.6550001073629";"false";"old";1;"16";"incorrect";"4_1/CS4_pred"
"36773";268;"memory1";"hzk2swxeup";"one_one";"CSnonpred";"3";"1111.6949999704957";"false";"old";1;"17";"incorrect";"3_1/CS10_unpred"
"36776";271;"memory1";"hzk2swxeup";"one_one";"CS";"4";"858.4549999795854";"false";"old";1;"18";"correct";"4_1/CS4"
"36779";274;"memory1";"hzk2swxeup";"one_one";"CSnonpred";"2";"1787.0000000111759";"false";"new";0;"19";"correct";"2_1/CS8_unpred"
"36782";277;"memory1";"hzk2swxeup";"one_one";"GSold";"4";"2055.330000119284";"false";"old";1;"20";"incorrect";"4_1/CS6"
"36785";280;"memory1";"hzk2swxeup";"one_one";"GSnew";"3";"862.7050002105534";"false";"new";0;"21";"correct";"3_1/GS1"
"36788";283;"memory1";"hzk2swxeup";"one_one";"CSpred";"1";"1209.2900001443923";"false";"old";1;"22";"incorrect";"1_1/CS5_pred"
"36791";286;"memory1";"hzk2swxeup";"one_one";"CSpred";"2";"827.5450000073761";"false";"new";0;"23";"correct";"2_1/CS8_pred"
"37073";217;"memory1";"jmz3kmyhc5";"one_one";"GSold";"4";"3278.7850000022445";"false";"new";0;"0";"correct";"4_1/CS1"
"37076";220;"memory1";"jmz3kmyhc5";"one_one";"CS";"1";"1159.58999999566";"false";"old";1;"1";"correct";"1_1/CS6"
"37079";223;"memory1";"jmz3kmyhc5";"one_one";"distractor";NA;"1188.0549999914365";"false";"new";0;"2";"correct";"distractor_1/dis1"
"37082";226;"memory1";"jmz3kmyhc5";"one_one";"CSnonpred";"3";"552.4600000062492";"false";"old";1;"3";"incorrect";"3_1/CS9_unpred"
"37085";229;"memory1";"jmz3kmyhc5";"one_one";"CSpred";"2";"932.3799999983748";"false";"new";0;"4";"correct";"2_1/CS4_pred"
"37088";232;"memory1";"jmz3kmyhc5";"one_one";"CS";"2";"1158.435000004829";"false";"old";1;"5";"correct";"2_1/CS4"
"37091";235;"memory1";"jmz3kmyhc5";"one_one";"distractor";NA;"948.2299999945099";"false";"new";0;"6";"correct";"distractor_1/dis2"
"37094";238;"memory1";"jmz3kmyhc5";"one_one";"GSold";"3";"1470.3849999932572";"false";"new";0;"7";"correct";"3_1/CS8"
"37097";241;"memory1";"jmz3kmyhc5";"one_one";"GSnew";"4";"2072.9649999993853";"false";"new";0;"8";"correct";"4_1/GS1"
"37100";244;"memory1";"jmz3kmyhc5";"one_one";"GSold";"1";"684.0399999928195";"false";"old";1;"9";"incorrect";"1_1/CS3"
"37103";247;"memory1";"jmz3kmyhc5";"one_one";"distractor";NA;"972.3249999951804";"false";"new";0;"10";"correct";"distractor_1/dis4"
"37106";250;"memory1";"jmz3kmyhc5";"one_one";"CSpred";"3";"852.0100000023376";"false";"old";1;"11";"incorrect";"3_1/CS9_pred"
"37109";253;"memory1";"jmz3kmyhc5";"one_one";"GSnew";"3";"1419.5099999924423";"false";"new";0;"12";"correct";"3_1/GS1"
"37112";256;"memory1";"jmz3kmyhc5";"one_one";"CSnonpred";"1";"805.1550000091083";"false";"old";1;"13";"incorrect";"1_1/CS6_unpred"
"37115";259;"memory1";"jmz3kmyhc5";"one_one";"GSnew";"1";"1132.3249999986729";"false";"new";0;"14";"correct";"1_1/GS1"
"37118";262;"memory1";"jmz3kmyhc5";"one_one";"distractor";NA;"1083.920000004582";"false";"new";0;"15";"correct";"distractor_1/dis3"
"37121";265;"memory1";"jmz3kmyhc5";"one_one";"CSnonpred";"2";"700.1199999940582";"false";"old";1;"16";"incorrect";"2_1/CS4_unpred"
"37124";268;"memory1";"jmz3kmyhc5";"one_one";"CS";"3";"684.5150000008289";"false";"old";1;"17";"correct";"3_1/CS9"
"37127";271;"memory1";"jmz3kmyhc5";"one_one";"GSnew";"2";"1151.899999997113";"false";"new";0;"18";"correct";"2_1/GS1"
"37130";274;"memory1";"jmz3kmyhc5";"one_one";"CSpred";"4";"489.21500000869855";"false";"old";1;"19";"incorrect";"4_1/CS7_pred"
"37133";277;"memory1";"jmz3kmyhc5";"one_one";"CSpred";"1";"949.4249999988824";"false";"new";0;"20";"correct";"1_1/CS6_pred"
"37136";280;"memory1";"jmz3kmyhc5";"one_one";"GSold";"2";"1282.0349999965401";"false";"new";0;"21";"correct";"2_1/CS3"
"37139";283;"memory1";"jmz3kmyhc5";"one_one";"CS";"4";"796.3349999918137";"false";"old";1;"22";"correct";"4_1/CS7"
"37142";286;"memory1";"jmz3kmyhc5";"one_one";"CSnonpred";"4";"566.305000000284";"false";"old";1;"23";"incorrect";"4_1/CS7_unpred"
"37424";217;"memory1";"jnkzqdk29h";"one_one";"CSpred";"2";"509.4900000258349";"false";"old";1;"0";"incorrect";"2_1/CS6_pred"
"37427";220;"memory1";"jnkzqdk29h";"one_one";"CS";"2";"233.95500000333413";"false";"old";1;"1";"correct";"2_1/CS6"
"37430";223;"memory1";"jnkzqdk29h";"one_one";"GSnew";"2";"644.4950000150129";"false";"old";1;"2";"incorrect";"2_1/GS1"
"37433";226;"memory1";"jnkzqdk29h";"one_one";"CSpred";"3";"3505.4300000192598";"false";"old";1;"3";"incorrect";"3_1/CS1_pred"
"37436";229;"memory1";"jnkzqdk29h";"one_one";"GSold";"3";"695.2249999740161";"false";"old";1;"4";"incorrect";"3_1/CS9"
"37439";232;"memory1";"jnkzqdk29h";"one_one";"CSnonpred";"1";"280.82500002346933";"false";"old";1;"5";"incorrect";"1_1/CS8_unpred"
"37442";235;"memory1";"jnkzqdk29h";"one_one";"GSnew";"1";"274.8550000251271";"false";"new";0;"6";"correct";"1_1/GS1"
"37445";238;"memory1";"jnkzqdk29h";"one_one";"distractor";NA;"380.185000016354";"false";"new";0;"7";"correct";"distractor_1/dis1"
"37448";241;"memory1";"jnkzqdk29h";"one_one";"CS";"1";"307.84500000299886";"false";"old";1;"8";"correct";"1_1/CS8"
"37451";244;"memory1";"jnkzqdk29h";"one_one";"GSold";"1";"292.95500001171604";"false";"new";0;"9";"correct";"1_1/CS5"
"37454";247;"memory1";"jnkzqdk29h";"one_one";"GSold";"2";"161.23000002698973";"false";"old";1;"10";"incorrect";"2_1/CS8"
"37457";250;"memory1";"jnkzqdk29h";"one_one";"distractor";NA;"299.7849999810569";"false";"old";1;"11";"incorrect";"distractor_1/dis2"
"37460";253;"memory1";"jnkzqdk29h";"one_one";"GSold";"4";"372.4250000086613";"false";"new";0;"12";"correct";"4_1/CS7"
"37463";256;"memory1";"jnkzqdk29h";"one_one";"CSnonpred";"4";"885.7549999956973";"false";"new";0;"13";"correct";"4_1/CS4_unpred"
"37466";259;"memory1";"jnkzqdk29h";"one_one";"CSpred";"4";"1405.0399999832734";"false";"new";0;"14";"correct";"4_1/CS4_pred"
"37469";262;"memory1";"jnkzqdk29h";"one_one";"distractor";NA;"729.4000000110827";"false";"new";0;"15";"correct";"distractor_1/dis4"
"37472";265;"memory1";"jnkzqdk29h";"one_one";"CS";"4";"498.8799999700859";"false";"new";0;"16";"incorrect";"4_1/CS4"
"37475";268;"memory1";"jnkzqdk29h";"one_one";"GSnew";"3";"3024.6299999998882";"false";"old";1;"17";"incorrect";"3_1/GS1"
"37478";271;"memory1";"jnkzqdk29h";"one_one";"GSnew";"4";"409.2149999924004";"false";"old";1;"18";"incorrect";"4_1/GS1"
"37481";274;"memory1";"jnkzqdk29h";"one_one";"CSnonpred";"3";"416.91000002902";"false";"old";1;"19";"incorrect";"3_1/CS1_unpred"
"37484";277;"memory1";"jnkzqdk29h";"one_one";"CS";"3";"418.7700000475161";"false";"old";1;"20";"correct";"3_1/CS1"
"37487";280;"memory1";"jnkzqdk29h";"one_one";"CSnonpred";"2";"269.50499997474253";"false";"new";0;"21";"correct";"2_1/CS6_unpred"
"37490";283;"memory1";"jnkzqdk29h";"one_one";"CSpred";"1";"314.5049999584444";"false";"old";1;"22";"incorrect";"1_1/CS8_pred"
"37493";286;"memory1";"jnkzqdk29h";"one_one";"distractor";NA;"438.25499998638406";"false";"new";0;"23";"correct";"distractor_1/dis3"
"37775";217;"memory1";"jycrzkvkgh";"many_one";"GSold";"1";"3289.474999997765";"false";"new";0;"0";"correct";"1_1/CS6"
"37778";220;"memory1";"jycrzkvkgh";"many_one";"distractor";NA;"1694.34000000183";"false";"new";0;"1";"correct";"distractor_1/dis2"
"37781";223;"memory1";"jycrzkvkgh";"many_one";"CSpred";"2";"1701.100000005681";"false";"old";1;"2";"incorrect";"2_1/CS8_pred"
"37784";226;"memory1";"jycrzkvkgh";"many_one";"distractor";NA;"822.889999995823";"false";"new";0;"3";"correct";"distractor_1/dis3"
"37787";229;"memory1";"jycrzkvkgh";"many_one";"distractor";NA;"1230.4200000071432";"false";"new";0;"4";"correct";"distractor_1/dis1"
"37790";232;"memory1";"jycrzkvkgh";"many_one";"GSnew";"1";"1124.6700000046985";"false";"new";0;"5";"correct";"1_1/GS1"
"37793";235;"memory1";"jycrzkvkgh";"many_one";"CS";"4";"885.1750000030734";"false";"old";1;"6";"correct";"4_1/CS8"
"37796";238;"memory1";"jycrzkvkgh";"many_one";"CS";"1";"800.8549999940442";"false";"old";1;"7";"correct";"1_1/CS3"
"37799";241;"memory1";"jycrzkvkgh";"many_one";"GSold";"3";"1959.6350000065286";"false";"new";0;"8";"correct";"3_1/CS9"
"37802";244;"memory1";"jycrzkvkgh";"many_one";"GSnew";"4";"1681.5999999962514";"false";"new";0;"9";"correct";"4_1/GS1"
"37805";247;"memory1";"jycrzkvkgh";"many_one";"CSpred";"4";"823.2900000002701";"false";"old";1;"10";"incorrect";"4_1/CS8_pred"
"37808";250;"memory1";"jycrzkvkgh";"many_one";"CS";"3";"916.1650000023656";"false";"old";1;"11";"correct";"3_1/CS2"
"37811";253;"memory1";"jycrzkvkgh";"many_one";"GSnew";"2";"1212.5800000067102";"false";"old";1;"12";"incorrect";"2_1/GS1"
"37814";256;"memory1";"jycrzkvkgh";"many_one";"GSold";"2";"1742.180000001099";"false";"new";0;"13";"correct";"2_1/CS10"
"37817";259;"memory1";"jycrzkvkgh";"many_one";"GSold";"4";"986.8600000045262";"false";"new";0;"14";"correct";"4_1/CS9"
"37820";262;"memory1";"jycrzkvkgh";"many_one";"CSpred";"3";"1166.5199999988545";"false";"old";1;"15";"incorrect";"3_1/CS2_pred"
"37823";265;"memory1";"jycrzkvkgh";"many_one";"CSpred";"1";"2187.93500000902";"false";"old";1;"16";"incorrect";"1_1/CS3_pred"
"37826";268;"memory1";"jycrzkvkgh";"many_one";"distractor";NA;"782.3750000097789";"false";"new";0;"17";"correct";"distractor_1/dis4"
"37829";271;"memory1";"jycrzkvkgh";"many_one";"CSnonpred";"4";"1056.3200000033248";"false";"old";1;"18";"incorrect";"4_1/CS8_unpred"
"37832";274;"memory1";"jycrzkvkgh";"many_one";"CS";"2";"1081.399999995483";"false";"old";1;"19";"correct";"2_1/CS8"
"37835";277;"memory1";"jycrzkvkgh";"many_one";"GSnew";"3";"1359.0150000090944";"false";"new";0;"20";"correct";"3_1/GS1"
"37838";280;"memory1";"jycrzkvkgh";"many_one";"CSnonpred";"1";"863.7049999961164";"false";"old";1;"21";"incorrect";"1_1/CS3_unpred"
"37841";283;"memory1";"jycrzkvkgh";"many_one";"CSnonpred";"3";"939.9299999931827";"false";"old";1;"22";"incorrect";"3_1/CS2_unpred"
"37844";286;"memory1";"jycrzkvkgh";"many_one";"CSnonpred";"2";"1391.7449999862583";"false";"old";1;"23";"incorrect";"2_1/CS8_unpred"
"38126";217;"memory1";"k050era9g0";"many_one";"CSpred";"1";"1445.7750000292435";"false";"old";1;"0";"incorrect";"1_1/CS1_pred"
"38129";220;"memory1";"k050era9g0";"many_one";"CSnonpred";"2";"2245.645000017248";"false";"old";1;"1";"incorrect";"2_1/CS8_unpred"
"38132";223;"memory1";"k050era9g0";"many_one";"GSold";"3";"1136.5500000538304";"false";"new";0;"2";"correct";"3_1/CS7"
"38135";226;"memory1";"k050era9g0";"many_one";"CSpred";"2";"934.125000028871";"false";"new";0;"3";"correct";"2_1/CS8_pred"
"38138";229;"memory1";"k050era9g0";"many_one";"CSnonpred";"3";"710.4500000132248";"false";"old";1;"4";"incorrect";"3_1/CS4_unpred"
"38141";232;"memory1";"k050era9g0";"many_one";"CSnonpred";"4";"806.1350000789389";"false";"old";1;"5";"incorrect";"4_1/CS7_unpred"
"38144";235;"memory1";"k050era9g0";"many_one";"GSnew";"1";"856.1850000405684";"false";"new";0;"6";"correct";"1_1/GS1"
"38147";238;"memory1";"k050era9g0";"many_one";"CS";"1";"1206.5749999601394";"false";"new";0;"7";"incorrect";"1_1/CS1"
"38150";241;"memory1";"k050era9g0";"many_one";"distractor";NA;"1081.7249999381602";"false";"new";0;"8";"correct";"distractor_1/dis4"
"38153";244;"memory1";"k050era9g0";"many_one";"GSnew";"4";"892.2399999573827";"false";"new";0;"9";"correct";"4_1/GS1"
"38156";247;"memory1";"k050era9g0";"many_one";"CSnonpred";"1";"852.3600000189617";"false";"old";1;"10";"incorrect";"1_1/CS1_unpred"
"38159";250;"memory1";"k050era9g0";"many_one";"GSold";"4";"1282.9800000181422";"false";"new";0;"11";"correct";"4_1/CS1"
"38162";253;"memory1";"k050era9g0";"many_one";"CSpred";"4";"711.1100000329316";"false";"old";1;"12";"incorrect";"4_1/CS7_pred"
"38165";256;"memory1";"k050era9g0";"many_one";"GSnew";"2";"1384.0049999998882";"false";"new";0;"13";"correct";"2_1/GS1"
"38168";259;"memory1";"k050era9g0";"many_one";"distractor";NA;"882.259999983944";"false";"new";0;"14";"correct";"distractor_1/dis2"
"38171";262;"memory1";"k050era9g0";"many_one";"distractor";NA;"2905.449999962002";"false";"new";0;"15";"correct";"distractor_1/dis1"
"38174";265;"memory1";"k050era9g0";"many_one";"distractor";NA;"879.4950000010431";"false";"new";0;"16";"correct";"distractor_1/dis3"
"38177";268;"memory1";"k050era9g0";"many_one";"CS";"3";"643.0750000290573";"false";"old";1;"17";"correct";"3_1/CS4"
"38180";271;"memory1";"k050era9g0";"many_one";"GSold";"1";"1885.2999999653548";"false";"new";0;"18";"correct";"1_1/CS7"
"38183";274;"memory1";"k050era9g0";"many_one";"GSnew";"3";"1153.0400000046939";"false";"old";1;"19";"incorrect";"3_1/GS1"
"38186";277;"memory1";"k050era9g0";"many_one";"CS";"4";"734.1650000307709";"false";"old";1;"20";"correct";"4_1/CS7"
"38189";280;"memory1";"k050era9g0";"many_one";"CSpred";"3";"1413.3199999341741";"false";"new";0;"21";"correct";"3_1/CS4_pred"
"38192";283;"memory1";"k050era9g0";"many_one";"CS";"2";"1184.2300000134856";"false";"new";0;"22";"incorrect";"2_1/CS8"
"38195";286;"memory1";"k050era9g0";"many_one";"GSold";"2";"865.6000000191852";"false";"old";1;"23";"incorrect";"2_1/CS4"
"38477";217;"memory1";"k0uhqh0u00";"many_fill";"distractor";NA;"3213.2349999956787";"false";"new";0;"0";"correct";"distractor_1/dis2"
"38480";220;"memory1";"k0uhqh0u00";"many_fill";"CS";"1";"3041.464999994845";"false";"old";1;"1";"correct";"1_1/CS10"
"38483";223;"memory1";"k0uhqh0u00";"many_fill";"distractor";NA;"864.1250000001164";"false";"new";0;"2";"correct";"distractor_1/dis3"
"38486";226;"memory1";"k0uhqh0u00";"many_fill";"CSpred";"2";"3979.444999997155";"false";"new";0;"3";"correct";"2_1/CS3_pred"
"38489";229;"memory1";"k0uhqh0u00";"many_fill";"CS";"3";"914.9150000012014";"false";"old";1;"4";"correct";"3_1/CS10"
"38492";232;"memory1";"k0uhqh0u00";"many_fill";"CS";"4";"1564.7250000038184";"false";"old";1;"5";"correct";"4_1/CS1"
"38495";235;"memory1";"k0uhqh0u00";"many_fill";"CSpred";"3";"799.9800000033574";"false";"old";1;"6";"incorrect";"3_1/CS10_pred"
"38498";238;"memory1";"k0uhqh0u00";"many_fill";"distractor";NA;"2918.534999997006";"false";"old";1;"7";"incorrect";"distractor_1/dis4"
"38501";241;"memory1";"k0uhqh0u00";"many_fill";"GSold";"1";"null";"true";"miss";NA;"8";"miss";"1_1/CS3"
"38504";244;"memory1";"k0uhqh0u00";"many_fill";"GSold";"4";"1425.1550000044517";"false";"old";1;"9";"incorrect";"4_1/CS6"
"38507";247;"memory1";"k0uhqh0u00";"many_fill";"CSnonpred";"1";"954.1949999984354";"false";"old";1;"10";"incorrect";"1_1/CS10_unpred"
"38510";250;"memory1";"k0uhqh0u00";"many_fill";"CS";"2";"752.745000005234";"false";"old";1;"11";"correct";"2_1/CS3"
"38513";253;"memory1";"k0uhqh0u00";"many_fill";"CSpred";"4";"646.8299999977462";"false";"old";1;"12";"incorrect";"4_1/CS1_pred"
"38516";256;"memory1";"k0uhqh0u00";"many_fill";"CSnonpred";"2";"953.4400000047171";"false";"new";0;"13";"correct";"2_1/CS3_unpred"
"38519";259;"memory1";"k0uhqh0u00";"many_fill";"GSnew";"3";"1374.9000000025844";"false";"old";1;"14";"incorrect";"3_1/GS1"
"38522";262;"memory1";"k0uhqh0u00";"many_fill";"CSpred";"1";"945.1350000017555";"false";"old";1;"15";"incorrect";"1_1/CS10_pred"
"38525";265;"memory1";"k0uhqh0u00";"many_fill";"CSnonpred";"4";"888.2299999969546";"false";"new";0;"16";"correct";"4_1/CS1_unpred"
